Author,Content,Upvotes,Downvotes,Timestamp,Has_Image,Image_Count,Image_URLs,Page_Number,Post_ID
squid,i got REALLY bored,27,1,,True,1,https://img.itch.zone/aW1nLzE1MDM1NjU3LnBuZw==/original/tiB8Pq.png,32,post-9359362
BAPHY00,,26,0,,True,1,https://img.itch.zone/aW1nLzE0Mjk1MDM3LmdpZg==/original/omtYnj.gif,48,post-9010392
leadenema,digging the new marker resizer!,25,0,,True,1,https://img.itch.zone/aW1nLzE0OTY4MDI5LmdpZg==/original/qBc4uA.gif,33,post-9326029
lusushi,,25,0,,True,1,https://img.itch.zone/aW1nLzE0MzM1MDIzLmdpZg==/original/hEJVag.gif,45,post-9029383
OopfGroza,,24,0,6 days ago,True,1,https://img.itch.zone/aW1nLzIxODUyMDIyLmdpZg==/original/ADmH8w.gif,10,post-13214440
bogglle,Bakas,22,0,336 days ago,True,1,https://img.itch.zone/aW1nLzE3MTI2Mjk1LmdpZg==/original/9Jo41M.gif,24,post-10421354
Hellbabe69,,22,0,,True,1,https://img.itch.zone/aW1nLzE2MjY0NDgyLmdpZg==/original/Ikuzfo.gif,25,post-9968244
ryangatts,,22,0,,True,1,https://img.itch.zone/aW1nLzE2MjA1MzY0LmdpZg==/original/WUHqy5.gif,25,post-9932005
allr,tbh creature surfing,21,0,,True,1,https://img.itch.zone/aW1nLzE2NTg5MzQ0LmdpZg==/original/34%2FTmP.gif,25,post-10141248
Cas (YG),,21,0,,True,1,https://img.itch.zone/aW1nLzE0NzY3NzQyLmdpZg==/original/hanjWj.gif,35,post-9242348
lusushi,"its the best doodle program that ive tried recently, very fun 11/10 :D",21,0,,True,1,https://img.itch.zone/aW1nLzE0NDA3NTQyLmdpZg==/original/yIlcZr.gif,42,post-9067547
Hoeze,,21,0,,True,1,https://img.itch.zone/aW1nLzE0MzgzNzk4LmdpZg==/original/dNSZxG.gif,43,post-9051540
Everdraed,all da kids love BOIGERPUSS,21,0,,True,1,https://img.itch.zone/aW1nLzE0MzExODY5LmdpZg==/original/5NcAJG.gif,47,post-9018323
Everdraed,,21,0,,True,1,https://img.itch.zone/aW1nLzE0Mjk5NTQ4LmdpZg==/original/y0akWb.gif,48,post-9012203
Haruboi,,20,0,,True,1,https://img.itch.zone/aW1nLzE1MzA0NzUwLmdpZg==/original/Tv5UBZ.gif,30,post-9511918
Flesh_Head,"added color in photoshop, great fun drawing tool c:",20,0,,True,1,https://img.itch.zone/aW1nLzE0NDc3NDQ1LmdpZg==/original/TjjfBH.gif,41,post-9105558
spiderbisu,,20,0,,True,1,https://img.itch.zone/aW1nLzE0NDIzNzM4LmdpZg==/original/JoABTQ.gif,42,post-9075989
Anuke,,20,0,,True,1,https://img.itch.zone/aW1nLzE0Mjk1OTk1LmdpZg==/original/p7Y54i.gif,48,post-9010762
BELIAL_68,,19,0,,True,1,https://img.itch.zone/aW1nLzE1MzU5MjM2LmdpZg==/original/Wf79n5.gif,29,post-9538781
Japhy Riddle,What a fun paint program!,19,0,,True,1,https://img.itch.zone/aW1nLzE1MDI0MTEwLmdpZg==/original/iCjZS4.gif,32,post-9353749
Joe,"epic swag sauce program :D Thank you for making it, had loads of fun drawing on it!",19,0,,True,1,https://img.itch.zone/aW1nLzE0OTgyMjk4LmdpZg==/original/VPA1Gm.gif,33,post-9334296
Everdraed,,19,0,,True,1,https://img.itch.zone/aW1nLzE0MzI0NjI5LmdpZg==/original/zXZ%2FI3.gif,46,post-9024270
morbidmollusc,good tool for drawing an horse thx,19,0,,True,1,https://img.itch.zone/aW1nLzE0Mjk4ODM2LmdpZg==/original/J7r7ak.gif,48,post-9011916
Sammi,"good for spooky stuff, this isn't the best but its really easy to get this specific style I was going for!",18,0,,True,1,https://img.itch.zone/aW1nLzE1MzMyMTAyLmdpZg==/original/Bq6XWO.gif,29,post-9524810
Reisfuchs,,18,0,,True,1,https://img.itch.zone/aW1nLzE1Mjg1MDQyLmdpZg==/original/zSUbWh.gif,30,post-9502212
Bumble,springtrap ðŸ˜­ðŸ˜­ðŸ˜­,18,0,,True,1,https://img.itch.zone/aW1nLzE1MjQwNDM4LmdpZg==/original/fDVVsW.gif,30,post-9478156
Mrmo Tarius,,18,0,,True,1,https://img.itch.zone/aW1nLzE0NjI1NTQ2LmdpZg==/original/UZqo6j.gif,38,post-9179548
Sam,,18,0,,True,1,https://img.itch.zone/aW1nLzE0Mzk5MzY5LmdpZg==/original/OV8y%2FD.gif,43,post-9062524
BAPHY00,,18,0,,True,1,https://img.itch.zone/aW1nLzE0Mjk3MTYzLmdpZg==/original/r71%2Bb2.gif,48,post-9011210
EONAK,easier to work with than most drawing programs,17,0,,True,2,https://img.itch.zone/aW1nLzE0NDA1NzU2LmdpZg==/original/%2B0F2pu.gif;https://img.itch.zone/aW1nLzE0NDA1NzU5LmdpZg==/original/d8HD3n.gif,43,post-9066480
ryangatts,this tool is so fun!,17,0,,True,1,https://img.itch.zone/aW1nLzE2MjA2MDc4LmdpZg==/original/XkoAk4.gif,25,post-9932214
Grimdar,a visitor :),17,0,,True,1,https://img.itch.zone/aW1nLzE1MzM5MTI5LmdpZg==/original/BRGIql.gif,29,post-9527449
everking,puppy vashu,17,0,,True,1,https://img.itch.zone/aW1nLzE1MjMzNjM3LmdpZg==/original/lffxHc.gif,30,post-9473945
leadenema,,17,0,,True,1,https://img.itch.zone/aW1nLzE0ODUyNTUzLmdpZg==/original/xllXFE.gif,34,post-9271935
Tanukii,,17,0,,True,1,https://img.itch.zone/aW1nLzE0NTU4MTczLmdpZg==/original/O7P5Gx.gif,40,post-9148253
williamwhite,i'm glad this program works with graphic tablets so i didn't have to torture myself drawing this with a mouse. very nice interface and sounddesign!,17,0,,True,1,https://img.itch.zone/aW1nLzE0NDIyNzIxLmdpZg==/original/slavPV.gif,42,post-9075340
goregrishgf,full disclosure this cured my artblock thank u forever â™¥,17,0,,True,1,https://img.itch.zone/aW1nLzE0NDA1NDA0LmdpZg==/original/F86mMS.gif,43,post-9066249
Faffotron,,17,0,,True,1,https://img.itch.zone/aW1nLzE0MzI4NzUyLmdpZg==/original/UlRtZT.gif,45,post-9026202
Irisfeng,,16,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODU0MDIxLmdpZg==/original/AaCDRP.gif,9,post-13215245
omlette,sanmgladiato,16,0,272 days ago,True,1,https://img.itch.zone/aW1nLzE4MDA0OTYxLmdpZg==/original/b2Iotu.gif,23,post-11044889
Kvn_hot_potato,niko,16,0,282 days ago,True,1,https://img.itch.zone/aW1nLzE3ODczODgwLmdpZg==/original/rHS7sh.gif,23,post-10962933
SpaceKase,Can't stop making pokemon with this. Help,16,0,305 days ago,True,1,https://img.itch.zone/aW1nLzE3NTg1NjA5LmdpZg==/original/JLVgr%2B.gif,23,post-10777441
Tanukii,,16,0,,True,1,https://img.itch.zone/aW1nLzE1NTMxMjc3LmdpZg==/original/fqGq0g.gif,28,post-9627653
Hellbabe69,,16,0,,True,1,https://img.itch.zone/aW1nLzE1MzQxMjA5LmdpZg==/original/ny2dcY.gif,29,post-9528290
Mrmo Tarius,,16,0,,True,1,https://img.itch.zone/aW1nLzE0NjM0ODQ0LmdpZg==/original/rYsS7m.gif,38,post-9183394
Sruberi,ok this site lowkey swag to fricj aroundÂ (à¹‘^á´—^à¹‘)â™¡,16,0,,True,1,https://img.itch.zone/aW1nLzE0NjI4ODQ5LmdpZg==/original/xvU67f.gif,38,post-9180792
maze0,9.5/10 accidentally obliterated it once lol,16,0,,True,1,https://img.itch.zone/aW1nLzE0NTU5MDAyLmdpZg==/original/5EwUlb.gif,40,post-9148700
goregrishgf,im addicted 2 this thing its so fun 2 draw with,16,0,,True,1,https://img.itch.zone/aW1nLzE0NDA1NDAwLmdpZg==/original/g44Wjy.gif,43,post-9066246
ilovecats_17,,16,0,,True,1,https://img.itch.zone/aW1nLzE0MzE3Mjc1LmdpZg==/original/UZftFo.gif,46,post-9020797
ewilio,,16,0,,True,1,https://img.itch.zone/aW1nLzE0MjcyMTEyLmdpZg==/original/zltkgo.gif,51,post-8999691
Chunc,,15,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODYwNDc1LmdpZg==/original/vGtUTr.gif,8,post-13218688
Irisfeng,oc é€™ç¶²ç«™æ ¹æœ¬å¡—é´‰äººå¯¶åœ°,15,0,5 days ago,True,1,https://img.itch.zone/aW1nLzIxODYwMTgzLmdpZg==/original/TGK62q.gif,8,post-13218522
withgracie,,15,0,346 days ago,True,1,https://img.itch.zone/aW1nLzE2OTg2MTAzLmdpZg==/original/JiSB5S.gif,24,post-10338560
irequestanonymity,,15,0,,True,1,https://img.itch.zone/aW1nLzE2Mzc1MTc3LmdpZg==/original/lp8K55.gif,25,post-10023272
shmitth,holy swag,15,0,,True,1,https://img.itch.zone/aW1nLzE1OTA1MDEwLmdpZg==/original/vQclXJ.gif,26,post-9797487
Hellbabe69,,15,0,,True,1,https://img.itch.zone/aW1nLzE1MzQxMDE2LmdpZg==/original/B0cSA3.gif,29,post-9528228
monon30n,,15,0,,True,1,https://img.itch.zone/aW1nLzE0OTA1NzQyLmdpZg==/original/pzJ4A8.gif,34,post-9294323
DeadlyCaprinae,,15,0,,True,1,https://img.itch.zone/aW1nLzE0ODg4NDk5LmdpZg==/original/PEFDe8.gif,34,post-9287224
mine kuzima,,15,0,,True,1,https://img.itch.zone/aW1nLzE0Mzg3ODQ3LmdpZg==/original/QumdF8.gif,43,post-9054520
773tk,this is a new favourite. thank you.,15,0,,True,1,https://img.itch.zone/aW1nLzE0MzMzODA0LmdpZg==/original/Z8HcWu.gif,45,post-9028826
RifuRifu,,15,0,,True,1,https://img.itch.zone/aW1nLzE0MzI0NzI3LmdpZg==/original/WHJ%2Bzc.gif,46,post-9024300
leafo,,15,0,,True,1,https://img.itch.zone/aW1nLzE0MzEyOTI4LmdpZg==/original/4IWTHA.gif,47,post-9018829
luri_9,,15,0,,True,1,https://img.itch.zone/aW1nLzE0Mjk5MDQ2LmdpZg==/original/Gj9Bcu.gif,48,post-9012007
Everdraed,(transparent gifs pulled into AE for motion),15,0,,True,1,https://img.itch.zone/aW1nLzE0Mjg4NTQ1LmdpZg==/original/z%2FmYK6.gif,49,post-9007853
hadoom,trans pride! <3,15,7,,True,1,https://img.itch.zone/aW1nLzE0MzQ5MDU0LmdpZg==/original/gZ4AiW.gif,45,post-9034463
TomR,,14,0,,True,2,https://img.itch.zone/aW1nLzE0NDI0OTA4LmdpZg==/original/rB%2Fq7G.gif;https://img.itch.zone/aW1nLzE0NDI0NjgyLmdpZg==/original/sRkJv7.gif,42,post-9076539
Ruikaj,I love this tool,14,0,8 days ago,True,1,https://img.itch.zone/aW1nLzIxODA3Nzc0LmdpZg==/original/xaQAtj.gif,14,post-13190769
Hikarix,I tried drawing spot,14,0,121 days ago,True,1,https://img.itch.zone/aW1nLzIwMTAzNDY4LmdpZg==/original/9mCckh.gif,21,post-12310193
shrimpina,,14,0,,True,1,https://img.itch.zone/aW1nLzE2NTQxMjY5LmdpZg==/original/uX5lyf.gif,25,post-10119481
Firefox1008,,14,0,,True,1,https://img.itch.zone/aW1nLzE2MDU4MTYwLmdpZg==/original/g1YVV%2F.gif,25,post-9870158
SYDsPage,,14,0,,True,1,https://img.itch.zone/aW1nLzE2MDM0MDE4LmdpZg==/original/o%2BUpVN.gif,26,post-9858141
Afflowyer,,14,0,,True,1,https://img.itch.zone/aW1nLzE1ODY5OTI0LmdpZg==/original/pACUk3.gif,26,post-9780454
BwueBerryYoghurt,Rain World Rivulet,14,0,,True,1,https://img.itch.zone/aW1nLzE1MjI3NTE4LmdpZg==/original/g%2BJ2EX.gif,30,post-9470221
solarpwr,"very cool, love it",14,0,,True,1,https://img.itch.zone/aW1nLzE1MTI3MTIzLmdpZg==/original/1zE5b8.gif,31,post-9414828
Angie,,14,0,,True,1,https://img.itch.zone/aW1nLzE1MDI0NzA0LmdpZg==/original/U4%2FMrf.gif,32,post-9354086
Brampis,Drew a Lumini,14,0,,True,1,https://img.itch.zone/aW1nLzE1MDAyMzkwLmdpZg==/original/TnC0n1.gif,33,post-9343649
tim,,14,0,,True,1,https://img.itch.zone/aW1nLzE0OTc3NDgxLmdpZg==/original/L0%2Bb9s.gif,33,post-9331590
butterfly_slayer,Is You!,14,0,,True,1,https://img.itch.zone/aW1nLzE0NzY2MDY1LmdpZg==/original/sURsAo.gif,35,post-9241520
spiderbisu,"Very cool doodle program, TY!",14,0,,True,1,https://img.itch.zone/aW1nLzE0NDIzMTI1LmdpZg==/original/EZZQaO.gif,42,post-9075601
Ako_Fur,silly yippe,14,0,,True,1,https://img.itch.zone/aW1nLzE0NDA0MTI0LmdpZg==/original/63GusX.gif,43,post-9065530
movinglikeazombi3,heyyy i tried my bestÂ (Ë¶áµ” áµ• áµ”Ë¶),14,0,,True,1,https://img.itch.zone/aW1nLzE0Mzk5Njc1LmdpZg==/original/LBJSd6.gif,43,post-9062712
webdrgn,Bonus Ethos drawink <:},14,0,,True,1,https://img.itch.zone/aW1nLzE0MzUzNjA0LmdpZg==/original/pTatXK.gif,45,post-9036004
CyberWolfHero,,14,0,,True,1,https://img.itch.zone/aW1nLzE0MjExMjQzLmdpZg==/original/yY2h40.gif,52,post-8967784
brkfst4dnr,,14,1,,True,1,https://img.itch.zone/aW1nLzE0MzExNTQ5LmdpZg==/original/XxdK1K.gif,47,post-9018159
k0rp5kruv,,13,0,5 days ago,True,2,https://img.itch.zone/aW1nLzIxODUyNDc5LmdpZg==/original/DsAb9n.gif;https://img.itch.zone/aW1nLzIxODUyNDk3LmdpZg==/original/q2XdbA.gif,9,post-13214644
Pichuspawn,canâ€™t choose which colour palette I like more ^-^,13,0,324 days ago,True,2,https://img.itch.zone/aW1nLzE3Mjg0OTEzLmdpZg==/original/q%2F6bGB.gif;https://img.itch.zone/aW1nLzE3Mjg0OTIzLmdpZg==/original/E5n0Lz.gif,23,post-10519032
GHOZTSHXRKZ - chimaera,"this is really neat, here are some little doodles i made w/ my mouse lol",13,0,,True,2,https://img.itch.zone/aW1nLzE0NDI4MDkxLmdpZg==/original/xkhzfI.gif;https://img.itch.zone/aW1nLzE0NDI4MDkwLmdpZg==/original/nVJ3rx.gif,42,post-9078447
puppylovely,è¿˜èƒ½åšè¿™ç§hh,13,0,4 days ago,True,1,https://img.itch.zone/aW1nLzIxODc3NDc1LmdpZg==/original/%2Ba8G74.gif,6,post-13225898
YukiYuki01,å¥½çŽ©çˆ±çŽ©,13,0,016 days ago,True,1,https://img.itch.zone/aW1nLzIxODQ5NTUxLmdpZg==/original/dxVHb3.gif,10,post-13213426
MINNG,,13,0,8 days ago,True,1,https://img.itch.zone/aW1nLzIxODA5MTMxLmdpZg==/original/Yq%2Bah9.gif,14,post-13191340
that1dudekris,i know im missing most muscles but here.,13,0,68 days ago,True,1,https://img.itch.zone/aW1nLzIwODcwMzg2LmdpZg==/original/Ab5h35.gif,20,post-12700960
nemu!!,miku hatsune :D,13,0,294 days ago,True,1,https://img.itch.zone/aW1nLzE3NzIxMDU5LmdpZg==/original/7BCM9h.gif,23,post-10847998
esotericnuclearwastecult,Gwimbly! Ooh ooh ooh!,13,0,346 days ago,True,1,https://img.itch.zone/aW1nLzE2OTk1Njc1LmdpZg==/original/h3rBPW.gif,24,post-10342812
Hellbabe69,,13,0,,True,1,https://img.itch.zone/aW1nLzE2MjY0OTc4LmdpZg==/original/XqPvex.gif,25,post-9968372
SYDsPage,,13,0,,True,1,https://img.itch.zone/aW1nLzE2MDM0MDI0LmdpZg==/original/%2FZ8IaW.gif,26,post-9858147
minawa,,13,0,,True,1,https://img.itch.zone/aW1nLzE2MDE2MzUwLmdpZg==/original/uR%2F8L%2B.gif,26,post-9850044
Rukilol,Se llama Tommy :],13,0,,True,1,https://img.itch.zone/aW1nLzE1NjE3NjIxLmdpZg==/original/12ZjBi.gif,27,post-9667125
Tanukii,,13,0,,True,1,https://img.itch.zone/aW1nLzE1Mzg4MjEzLmdpZg==/original/M5QykC.gif,29,post-9555089
gdch,Once again drawing my OC instead of fixing my geography grades T_T At least Akira-kun turned out nice (:3)~,13,0,,True,1,https://img.itch.zone/aW1nLzE1MzEwODkxLmdpZg==/original/8g9%2B4E.gif,30,post-9514741
THEO,super epic i drew my fursona in it :),13,0,,True,1,https://img.itch.zone/aW1nLzE1MjgxNjEzLmdpZg==/original/xYiYkY.gif,30,post-9500159
